Name,Lat,Lon,Site ID,Type,Priority
QATB46,15.75462,108.41832,,CSG,2
QATB47,15.65022,108.39257,,CSG,2
QATB48,15.78269,108.39879,,CSG,2
QATB49,15.70423,108.38293,,CSG,2
QATB54,15.72137,108.45031,,CSG,2
QATK02,15.55261,108.50901,,CSG,2
QATK03,15.55694,108.48727,,CSG,2
QATK05,15.56417,108.47315,,CSG,2
QATK07,15.56074,108.50045,,CSG,2
QATK09,15.57703,108.50975,,CSG,2
QATK14,15.59111,108.47863,,CSG,2
QATK15,15.57176,108.46619,,CSG,2
QATK18,15.57251,108.48333,,CSG,2
QATK22,15.5593,108.4515,,CSG,2
QATK23,15.56199,108.49074,,CSG,2
QATK24,15.56684,108.47923,,CSG,2
QATK34,15.556093,108.478029,,CSG,2
QATK37,15.58035,108.46561,,CSG,2
QATK41,15.54792,108.4943,,CSG,2
QATK42,15.56127,108.51191,,CSG,2
QATK43,15.58715,108.47165,,CSG,2
QATK44,15.58489,108.52651,,CSG,2
QATK47,15.5802,108.47895,,CSG,2
QATK39,15.564947,108.493529,,CSG,2
BDAN02,13.9251,109.08839,,CSG,2
BDAN06,13.934847,109.144213,,CSG,2
BDAN07,13.909714,109.018394,,CSG,2
BDAN11,13.85612,109.05981,,CSG,2
BDAN16,13.91153,109.09242,,CSG,2
BDAN18,13.8974,109.10811,,CSG,2
BDAN25,13.89415,109.08847,,CSG,2
BDAN26,13.94391,109.06499,,CSG,2
BDAN27,13.86948,109.12784,,CSG,2
BDAN28,13.88265,109.10948,,CSG,2
BDHA02,14.42088,108.94231,,CSG,2
BDHA15,14.37886,108.96823,,CSG,2
BDHN05,14.46763,109.09768,,CSG,2
BDHN06,14.44748,109.01918,,CSG,2
BDHN07,14.59101,109.03545,,CSG,2
BDHN08,14.49578,109.03394,,CSG,2
BDHN12,14.52105,109.07583,,CSG,2
BDHN13,14.54414,109.00381,,CSG,2
BDHN36,14.54229,109.06412,,CSG,2
BDHN42,14.55938,109.05563,,CSG,2
BDHN48,14.54907,109.03832,,CSG,2
BDPC01,14.04745,109.04865,,CSG,2
BDPC06,14.0124,109.241,,CSG,2
BDPC08,13.9814,109.0939,,CSG,2
BDPC09,14.0828,109.07433,,CSG,2
BDPC13,14.04194,109.01485,,CSG,2
BDPC14,13.963173,109.18232,,CSG,2
BDPC21,14.0209,108.98806,,CSG,2
BDPC23,13.92076,109.21033,,CSG,2
BDPC33,13.96764,109.11652,,CSG,2
BDPM01,14.20188,109.06119,,CSG,2
BDPM03,14.15923,109.12431,,CSG,2
BDPM04,14.11979,109.04575,,CSG,2
BDPM06,14.21661,109.16498,,CSG,2
BDPM10,14.31623,109.06556,,CSG,2
BDPM17,14.24115,109.07373,,CSG,2
BDPM19,14.33584,109.12198,,CSG,2
BDPM24,14.29265,109.0906,,CSG,2
BDPM25,14.28032,109.1816,,CSG,2
BDQNMS01,13.744281,109.209951,,CSG,2
BDQN03,13.73728,109.15327,,CSG,2
BDQN05,13.77253,109.23989,,CSG,2
BDQN16,13.78948,109.19601,,CSG,2
BDQN1U,13.761364,109.219107,,CSG,2
BDQN20,13.77078,109.24961,,CSG,2
BDQN21,13.79013,109.21804,,CSG,2
BDQN23,13.760712,109.215399,,CSG,2
BDQN32,13.78191,109.23181,,CSG,2
BDQN33,13.762723,109.209894,,CSG,2
BDQN35,13.77036,109.21568,,CSG,2
BDQN37,13.78401,109.21408,,CSG,2
BDQN39,13.78153,109.228,,CSG,2
BDQN40,13.784151,109.180137,,CSG,2
BDQN45,13.7209783,109.1614187,,CSG,2
BDQN50,13.76349,109.21756,,CSG,2
BDQN51,13.77620115,109.2354762,,CSG,2
BDQN52,13.772566,109.244761,,CSG,2
BDQN54,13.79656,109.1725,,CSG,2
BDQN56,13.77969,109.1494,,CSG,2
BDQN58,13.794076,109.154071,,CSG,2
BDQN61,13.767403,109.21213,,CSG,2
BDQN62,13.7771,109.2254,,CSG,2
BDQN63,13.748088,109.152633,,CSG,2
BDQN65,13.78744,109.14025,,CSG,2
BDQN73,13.85191,109.25491,,CSG,2
BDQN75,13.78456472,109.2196069,,CSG,2
BDQN77,13.7463982,109.2092217,,CSG,2
BDQN80,13.76949,109.19146,,CSG,2
BDQN90,13.767781,109.223002,,CSG,2
BDQN91,13.77927,109.23581,,CSG,2
BDQN98,13.77057,109.23167,,CSG,2
BDTP02,13.819584,109.174725,,CSG,2
BDTP05,13.8558235,109.1331803,,CSG,2
BDTP09,13.8125,109.11533,,CSG,2
BDTP10,13.84043,109.19265,,CSG,2
BDTP13,13.82359,109.14687,,CSG,2
BDTP17,13.82664,109.16555,,CSG,2
BDTP20,13.83163,109.15785,,CSG,2
BDTP29,13.84005,109.14101,,CSG,2
BDTP39,13.88678,109.14018,,CSG,2
QNBS03,15.338387,108.853323,,CSG,2
QNBS05,15.215572,108.916406,,CSG,2
QNBS07,15.32259,108.76814,,CSG,2
QNBS08,15.25056,108.78311,,CSG,2
QNBS09,15.262502,108.676315,,CSG,2
QNBS10,15.258455,108.874644,,CSG,2
QNBS11,15.372404,108.780464,,CSG,2
QNBS15,15.28448,108.74049,,CSG,2
QNBS16,15.29159,108.79627,,CSG,2
QNBS17,15.311298,108.735529,,CSG,2
QNBS18,15.35456,108.8101,,CSG,2
QNBS1F,15.38291,108.81228,,CSG,2
QNBS21,15.229375,108.846105,,CSG,2
QNBS22,15.26892,108.81277,,CSG,2
QNBS25,15.274461,108.770897,,CSG,2
QNBS28,15.26564,108.71051,,CSG,2
QNBS29,15.27477,108.78838,,CSG,2
QNBS33,15.330003,108.737686,,CSG,2
QNBS34,15.34215,108.8259,,CSG,2
QNBS38,15.308464,108.849152,,CSG,2
QNBS39,15.37106,108.76048,,CSG,2
QNBS40,15.27563,108.85749,,CSG,2
QNBS47,15.36777,108.74578,,CSG,2
QNBS48,15.36708,108.77427,,CSG,2
QNBS50,15.32723,108.85823,,CSG,2
QNBS52,15.299702,108.752375,,CSG,2
QNBS54,15.31067,108.75268,,CSG,2
QNBS64,15.2936,108.73354,,CSG,2
QNDP04,14.81176,108.95303,,CSG,2
QNMD02,14.885983,108.918403,,CSG,2
QNMD05,14.92405,108.89965,,CSG,2
QNMD06,15.02182,108.90242,,CSG,2
QNMD07,15.05606,108.88623,,CSG,2
QNMD10,15.01246,108.87124,,CSG,2
QNMD11,14.98294,108.90771,,CSG,2
QNMD12,14.94605,108.86027,,CSG,2
QNMD14,15.016628,108.848604,,CSG,2
QNMD19,14.90552,108.91163,,CSG,2
QNMD20,15.02875,108.858955,,CSG,2
QNMD23,15.004679,108.909421,,CSG,2
QNMD24,14.93058,108.92199,,CSG,2
QNMD27,15.039153,108.863327,,CSG,2
